domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
36,1,0,0,0,1,5,0,2.951
59,4,0,2,8,4,4,0,3.982
31,2,0,0,0,1,7,0,2.941
46,3,0,0,2,2,6,0,3.495
38,2,1,0,1,1,7,0,3.004
50,4,0,1,3,3,5,0,3.842
33,1,0,0,0,1,5,0,2.953
66,5,0,2,10,4,4,0,4.064
43,2,0,0,0,1,7,0,3.060
39,3,0,0,2,2,6,0,3.462
37,1,0,0,0,1,5,0,2.950
60,4,0,2,8,4,4,0,3.981
32,2,0,0,0,1,7,0,2.940
47,3,0,0,2,2,6,0,3.494
39,2,1,0,1,1,7,0,3.003
51,4,0,1,3,3,5,0,3.841
34,1,0,0,0,1,5,0,2.951
67,5,0,2,10,4,4,0,4.063
44,2,0,0,0,1,7,0,3.059
40,3,0,0,2,2,6,0,3.461
38,1,0,0,0,1,5,0,2.949
61,4,0,2,8,4,4,0,3.980
33,2,0,0,0,1,7,0,2.939
48,3,0,0,2,2,6,0,3.493
40,2,1,0,1,1,7,0,3.002
52,4,0,1,3,3,5,0,3.840
35,1,0,0,0,1,5,0,2.950
68,5,0,2,10,4,4,0,4.062
45,2,0,0,0,1,7,0,3.058
41,3,0,0,2,2,6,0,3.460
39,1,0,0,0,1,5,0,2.948
62,4,0,2,8,4,4,0,3.979
34,2,0,0,0,1,7,0,2.938
49,3,0,0,2,2,6,0,3.492
41,2,1,0,1,1,7,0,3.001
53,4,0,1,3,3,5,0,3.839
36,1,0,0,0,1,5,0,2.949
69,5,0,2,10,4,4,0,4.061
46,2,0,0,0,1,7,0,3.057
42,3,0,0,2,2,6,0,3.459
40,1,0,0,0,1,5,0,2.947
63,4,0,2,8,4,4,0,3.978
35,2,0,0,0,1,7,0,2.937
50,3,0,0,2,2,6,0,3.491
42,2,1,0,1,1,7,0,3.000
54,4,0,1,3,3,5,0,3.838
37,1,0,0,0,1,5,0,2.948
70,5,0,2,10,4,4,0,4.060
47,2,0,0,0,1,7,0,3.056
43,3,0,0,2,2,6,0,3.458
41,1,0,0,0,1,5,0,2.946
64,4,0,2,8,4,4,0,3.977
36,2,0,0,0,1,7,0,2.936
51,3,0,0,2,2,6,0,3.490
43,2,1,0,1,1,7,0,2.999
55,4,0,1,3,3,5,0,3.837
38,1,0,0,0,1,5,0,2.947
71,5,0,2,10,4,4,0,4.059
48,2,0,0,0,1,7,0,3.055
44,3,0,0,2,2,6,0,3.457
42,1,0,0,0,1,5,0,2.945
65,4,0,2,8,4,4,0,3.976
37,2,0,0,0,1,7,0,2.935
52,3,0,0,2,2,6,0,3.489
44,2,1,0,1,1,7,0,2.998
56,4,0,1,3,3,5,0,3.836
39,1,0,0,0,1,5,0,2.946
72,5,0,2,10,4,4,0,4.058
49,2,0,0,0,1,7,0,3.054
45,3,0,0,2,2,6,0,3.456
43,1,0,0,0,1,5,0,2.944
66,4,0,2,8,4,4,0,3.975
38,2,0,0,0,1,7,0,2.934
53,3,0,0,2,2,6,0,3.488
45,2,1,0,1,1,7,0,2.997
57,4,0,1,3,3,5,0,3.835
40,1,0,0,0,1,5,0,2.945
73,5,0,2,10,4,4,0,4.057
50,2,0,0,0,1,7,0,3.053
46,3,0,0,2,2,6,0,3.455
44,1,0,0,0,1,5,0,2.943
67,4,0,2,8,4,4,0,3.974
39,2,0,0,0,1,7,0,2.933
54,3,0,0,2,2,6,0,3.487
46,2,1,0,1,1,7,0,2.996
58,4,0,1,3,3,5,0,3.834
41,1,0,0,0,1,5,0,2.944
74,5,0,2,10,4,4,0,4.056
51,2,0,0,0,1,7,0,3.052
47,3,0,0,2,2,6,0,3.454
45,1,0,0,0,1,5,0,2.942
68,4,0,2,8,4,4,0,3.973
40,2,0,0,0,1,7,0,2.932
55,3,0,0,2,2,6,0,3.486
47,2,1,0,1,1,7,0,2.995
59,4,0,1,3,3,5,0,3.833
42,1,0,0,0,1,5,0,2.943
75,5,0,2,10,4,4,0,4.055
52,2,0,0,0,1,7,0,3.051
48,3,0,0,2,2,6,0,3.453
46,1,0,0,0,1,5,0,2.941
69,4,0,2,8,4,4,0,3.972
41,2,0,0,0,1,7,0,2.931
56,3,0,0,2,2,6,0,3.485
48,2,1,0,1,1,7,0,2.994
60,4,0,1,3,3,5,0,3.832
43,1,0,0,0,1,5,0,2.942
76,5,0,2,10,4,4,0,4.054
53,2,0,0,0,1,7,0,3.050
49,3,0,0,2,2,6,0,3.452
47,1,0,0,0,1,5,0,2.940
70,4,0,2,8,4,4,0,3.971
42,2,0,0,0,1,7,0,2.930
57,3,0,0,2,2,6,0,3.484
49,2,1,0,1,1,7,0,2.993
61,4,0,1,3,3,5,0,3.831
44,1,0,0,0,1,5,0,2.941
77,5,0,2,10,4,4,0,4.053
54,4,0,1,3,3,5,0,3.851
32,2,1,0,1,1,7,0,3.018
38,3,0,0,2,2,6,0,3.438
30,1,0,0,0,1,5,0,2.942
57,5,0,2,10,4,4,0,4.099
34,2,0,0,0,1,7,0,3.068
42,3,0,0,2,2,6,0,3.544
35,4,0,0,1,2,7,0,3.427
52,5,0,1,4,3,5,0,3.963
37,2,0,0,0,1,7,0,3.036
38,3,0,0,2,2,6,0,3.445
31,1,0,0,0,1,5,0,2.944
56,4,0,2,8,4,4,0,4.031
28,2,0,0,0,1,7,0,2.969
43,3,0,0,2,2,6,0,3.536
33,2,1,0,1,1,7,0,3.032
47,4,0,1,3,3,5,0,3.866
29,1,0,0,0,1,5,0,2.956
63,5,0,2,10,4,4,0,4.093
40,2,0,0,0,1,7,0,3.052
36,3,0,0,2,2,6,0,3.448
32,1,0,0,0,1,5,0,2.948
55,4,0,2,8,4,4,0,4.024
27,2,0,0,0,1,7,0,2.966
44,3,0,0,2,2,6,0,3.532
34,2,1,0,1,1,7,0,3.029
48,4,0,1,3,3,5,0,3.863
30,1,0,0,0,1,5,0,2.960
64,5,0,2,10,4,4,0,4.090
41,2,0,0,0,1,7,0,3.061
37,3,0,0,2,2,6,0,3.451
33,1,0,0,0,1,5,0,2.951
58,4,0,2,8,4,4,0,3.983
28,2,0,0,0,1,7,0,2.960
45,3,0,0,2,2,6,0,3.524
35,2,1,0,1,1,7,0,3.026
49,4,0,1,3,3,5,0,3.860
31,1,0,0,0,1,5,0,2.963
65,5,0,2,10,4,4,0,4.089
42,2,0,0,0,1,7,0,3.060
38,3,0,0,2,2,6,0,3.454
34,1,0,0,0,1,5,0,2.957
59,4,0,2,8,4,4,0,3.982
31,2,0,0,0,1,7,0,2.945
46,3,0,0,2,2,6,0,3.495
38,2,1,0,1,1,7,0,3.004
50,4,0,1,3,3,5,0,3.840
33,1,0,0,0,1,5,0,2.956
66,5,0,2,10,4,4,0,4.063
43,2,0,0,0,1,7,0,3.059
39,3,0,0,2,2,6,0,3.461
37,1,0,0,0,1,5,0,2.949
60,4,0,2,8,4,4,0,3.981
32,2,0,0,0,1,7,0,2.940
47,3,0,0,2,2,6,0,3.494
39,2,1,0,1,1,7,0,3.003
51,4,0,1,3,3,5,0,3.839
34,1,0,0,0,1,5,0,2.950
67,5,0,2,10,4,4,0,4.062
44,2,0,0,0,1,7,0,3.058
40,3,0,0,2,2,6,0,3.460
38,1,0,0,0,1,5,0,2.948
61,4,0,2,8,4,4,0,3.980
33,2,0,0,0,1,7,0,2.939
48,3,0,0,2,2,6,0,3.493
40,2,1,0,1,1,7,0,3.002
52,4,0,1,3,3,5,0,3.838
35,1,0,0,0,1,5,0,2.949
68,5,0,2,10,4,4,0,4.061
45,2,0,0,0,1,7,0,3.057
41,3,0,0,2,2,6,0,3.459
39,1,0,0,0,1,5,0,2.947
62,4,0,2,8,4,4,0,3.979
34,2,0,0,0,1,7,0,2.938
49,3,0,0,2,2,6,0,3.492
41,2,1,0,1,1,7,0,3.001
53,4,0,1,3,3,5,0,3.837
36,1,0,0,0,1,5,0,2.948
69,5,0,2,10,4,4,0,4.060
46,2,0,0,0,1,7,0,3.056
42,3,0,0,2,2,6,0,3.458
40,1,0,0,0,1,5,0,2.946
63,4,0,2,8,4,4,0,3.978
35,2,0,0,0,1,7,0,2.937
50,3,0,0,2,2,6,0,3.491
42,2,1,0,1,1,7,0,3.000
54,4,0,1,3,3,5,0,3.836
37,1,0,0,0,1,5,0,2.947
70,5,0,2,10,4,4,0,4.059
47,2,0,0,0,1,7,0,3.055
43,3,0,0,2,2,6,0,3.457
41,1,0,0,0,1,5,0,2.945
64,4,0,2,8,4,4,0,3.977
36,2,0,0,0,1,7,0,2.936
51,3,0,0,2,2,6,0,3.490
43,2,1,0,1,1,7,0,2.999
55,4,0,1,3,3,5,0,3.835
38,1,0,0,0,1,5,0,2.946
71,5,0,2,10,4,4,0,4.058
48,2,0,0,0,1,7,0,3.054
44,3,0,0,2,2,6,0,3.456
42,1,0,0,0,1,5,0,2.944
65,4,0,2,8,4,4,0,3.976
37,2,0,0,0,1,7,0,2.935
52,3,0,0,2,2,6,0,3.489
44,2,1,0,1,1,7,0,2.998
56,4,0,1,3,3,5,0,3.834
39,1,0,0,0,1,5,0,2.945
72,5,0,2,10,4,4,0,4.057
49,2,0,0,0,1,7,0,3.053
45,3,0,0,2,2,6,0,3.455
43,1,0,0,0,1,5,0,2.943
66,4,0,2,8,4,4,0,3.975
38,2,0,0,0,1,7,0,2.934
53,3,0,0,2,2,6,0,3.488
45,2,1,0,1,1,7,0,2.997
57,4,0,1,3,3,5,0,3.833
40,1,0,0,0,1,5,0,2.944
73,5,0,2,10,4,4,0,4.056
50,2,0,0,0,1,7,0,3.052
46,3,0,0,2,2,6,0,3.454
44,1,0,0,0,1,5,0,2.942
67,4,0,2,8,4,4,0,3.974
39,2,0,0,0,1,7,0,2.933
54,3,0,0,2,2,6,0,3.487
46,2,1,0,1,1,7,0,2.996
58,4,0,1,3,3,5,0,3.832
41,1,0,0,0,1,5,0,2.943
74,5,0,2,10,4,4,0,4.055
51,2,0,0,0,1,7,0,3.051
47,3,0,0,2,2,6,0,3.453
45,1,0,0,0,1,5,0,2.941
68,4,0,2,8,4,4,0,3.973
40,2,0,0,0,1,7,0,2.932
55,3,0,0,2,2,6,0,3.486
47,2,1,0,1,1,7,0,2.995
59,4,0,1,3,3,5,0,3.831
42,1,0,0,0,1,5,0,2.942
75,5,0,2,10,4,4,0,4.054
52,2,0,0,0,1,7,0,3.050
48,3,0,0,2,2,6,0,3.452
46,1,0,0,0,1,5,0,2.940
69,4,0,2,8,4,4,0,3.972
41,2,0,0,0,1,7,0,2.931
56,3,0,0,2,2,6,0,3.485
48,2,1,0,1,1,7,0,2.994
60,4,0,1,3,3,5,0,3.830
43,1,0,0,0,1,5,0,2.941
76,5,0,2,10,4,4,0,4.053
53,2,0,0,0,1,7,0,3.049
49,3,0,0,2,2,6,0,3.451
47,1,0,0,0,1,5,0,2.939
70,4,0,2,8,4,4,0,3.971
42,2,0,0,0,1,7,0,2.930
57,3,0,0,2,2,6,0,3.484
49,2,1,0,1,1,7,0,2.993
61,4,0,1,3,3,5,0,3.829
44,1,0,0,0,1,5,0,2.940
77,5,0,2,10,4,4,0,4.052
54,2,0,0,0,1,7,0,3.048
50,3,0,0,2,2,6,0,3.450
48,1,0,0,0,1,5,0,2.938
71,4,0,2,8,4,4,0,3.970
43,2,0,0,0,1,7,0,2.929
58,3,0,0,2,2,6,0,3.483
50,2,1,0,1,1,7,0,2.992
62,4,0,1,3,3,5,0,3.828
45,1,0,0,0,1,5,0,2.939
78,5,0,2,10,4,4,0,4.051
55,2,0,0,0,1,7,0,3.047
51,3,0,0,2,2,6,0,3.449
49,1,0,0,0,1,5,0,2.937
72,4,0,2,8,4,4,0,3.969
44,2,0,0,0,1,7,0,2.928
59,3,0,0,2,2,6,0,3.482
51,2,1,0,1,1,7,0,2.991
63,4,0,1,3,3,5,0,3.827
46,1,0,0,0,1,5,0,2.938
79,5,0,2,10,4,4,0,4.050
56,2,0,0,0,1,7,0,3.046
52,3,0,0,2,2,6,0,3.448
50,1,0,0,0,1,5,0,2.936
73,4,0,2,8,4,4,0,3.968
45,2,0,0,0,1,7,0,2.927
60,3,0,0,2,2,6,0,3.481
52,2,1,0,1,1,7,0,2.990
64,4,0,1,3,3,5,0,3.826
47,1,0,0,0,1,5,0,2.937
80,5,0,2,10,4,4,0,4.049
57,4,0,1,3,3,5,0,3.850
33,2,1,0,1,1,7,0,3.017
39,3,0,0,2,2,6,0,3.437
31,1,0,0,0,1,5,0,2.941
58,5,0,2,10,4,4,0,4.098
35,2,0,0,0,1,7,0,3.067
43,3,0,0,2,2,6,0,3.543
36,4,0,0,1,2,7,0,3.426
53,5,0,1,4,3,5,0,3.962
38,2,0,0,0,1,7,0,3.035
39,3,0,0,2,2,6,0,3.444
32,1,0,0,0,1,5,0,2.943
57,4,0,2,8,4,4,0,4.030
29,2,0,0,0,1,7,0,2.968
44,3,0,0,2,2,6,0,3.535
34,2,1,0,1,1,7,0,3.031
48,4,0,1,3,3,5,0,3.865
30,1,0,0,0,1,5,0,2.955
64,5,0,2,10,4,4,0,4.092
41,2,0,0,0,1,7,0,3.051
37,3,0,0,2,2,6,0,3.447
33,1,0,0,0,1,5,0,2.947
56,4,0,2,8,4,4,0,4.023
28,2,0,0,0,1,7,0,2.965
45,3,0,0,2,2,6,0,3.531
35,2,1,0,1,1,7,0,3.028
49,4,0,1,3,3,5,0,3.862
31,1,0,0,0,1,5,0,2.958
65,5,0,2,10,4,4,0,4.089
42,2,0,0,0,1,7,0,3.060
38,3,0,0,2,2,6,0,3.450
34,1,0,0,0,1,5,0,2.950
59,4,0,2,8,4,4,0,3.982
29,2,0,0,0,1,7,0,2.959
46,3,0,0,2,2,6,0,3.523
36,2,1,0,1,1,7,0,3.025
50,4,0,1,3,3,5,0,3.859
32,1,0,0,0,1,5,0,2.962
66,5,0,2,10,4,4,0,4.088
43,2,0,0,0,1,7,0,3.059
39,3,0,0,2,2,6,0,3.453
35,1,0,0,0,1,5,0,2.956
60,4,0,2,8,4,4,0,3.981
32,2,0,0,0,1,7,0,2.944
47,3,0,0,2,2,6,0,3.494
39,2,1,0,1,1,7,0,3.003
51,4,0,1,3,3,5,0,3.838
33,1,0,0,0,1,5,0,2.955
67,5,0,2,10,4,4,0,4.062
44,2,0,0,0,1,7,0,3.058
40,3,0,0,2,2,6,0,3.460
38,1,0,0,0,1,5,0,2.948
61,4,0,2,8,4,4,0,3.980
33,2,0,0,0,1,7,0,2.943
48,3,0,0,2,2,6,0,3.493
40,2,1,0,1,1,7,0,3.002
52,4,0,1,3,3,5,0,3.837
34,1,0,0,0,1,5,0,2.954
68,5,0,2,10,4,4,0,4.061
45,2,0,0,0,1,7,0,3.057
41,3,0,0,2,2,6,0,3.459
39,1,0,0,0,1,5,0,2.947
62,4,0,2,8,4,4,0,3.979
34,2,0,0,0,1,7,0,2.942
49,3,0,0,2,2,6,0,3.492
41,2,1,0,1,1,7,0,2.999
53,4,0,1,3,3,5,0,3.836
36,1,0,0,0,1,5,0,2.953
69,5,0,2,10,4,4,0,4.060
46,2,0,0,0,1,7,0,3.056
42,3,0,0,2,2,6,0,3.458
40,1,0,0,0,1,5,0,2.946
63,4,0,2,8,4,4,0,3.978
35,2,0,0,0,1,7,0,2.936
50,3,0,0,2,2,6,0,3.491
42,2,1,0,1,1,7,0,2.998
54,4,0,1,3,3,5,0,3.835
37,1,0,0,0,1,5,0,2.952
70,5,0,2,10,4,4,0,4.059
47,2,0,0,0,1,7,0,3.055
43,3,0,0,2,2,6,0,3.457
41,1,0,0,0,1,5,0,2.945
64,4,0,2,8,4,4,0,3.977
36,2,0,0,0,1,7,0,2.935
51,3,0,0,2,2,6,0,3.490
43,2,1,0,1,1,7,0,2.997
55,4,0,1,3,3,5,0,3.834
38,1,0,0,0,1,5,0,2.951
71,5,0,2,10,4,4,0,4.058
48,2,0,0,0,1,7,0,3.054
44,3,0,0,2,2,6,0,3.456
42,1,0,0,0,1,5,0,2.944
65,4,0,2,8,4,4,0,3.976
37,2,0,0,0,1,7,0,2.934
52,3,0,0,2,2,6,0,3.489
44,2,1,0,1,1,7,0,2.996
56,4,0,1,3,3,5,0,3.833
39,1,0,0,0,1,5,0,2.950
72,5,0,2,10,4,4,0,4.057
49,2,0,0,0,1,7,0,3.053
45,3,0,0,2,2,6,0,3.455
43,1,0,0,0,1,5,0,2.943
66,4,0,2,8,4,4,0,3.975
38,2,0,0,0,1,7,0,2.933
53,3,0,0,2,2,6,0,3.488
45,2,1,0,1,1,7,0,2.995
57,4,0,1,3,3,5,0,3.832
40,1,0,0,0,1,5,0,2.949
73,5,0,2,10,4,4,0,4.056
50,2,0,0,0,1,7,0,3.052
46,3,0,0,2,2,6,0,3.454
44,1,0,0,0,1,5,0,2.942
67,4,0,2,8,4,4,0,3.974
39,2,0,0,0,1,7,0,2.932
54,3,0,0,2,2,6,0,3.487
46,2,1,0,1,1,7,0,2.994
58,4,0,1,3,3,5,0,3.831
41,1,0,0,0,1,5,0,2.948
74,5,0,2,10,4,4,0,4.055
51,2,0,0,0,1,7,0,3.051
47,3,0,0,2,2,6,0,3.453
45,1,0,0,0,1,5,0,2.941
68,4,0,2,8,4,4,0,3.973
40,2,0,0,0,1,7,0,2.931
55,3,0,0,2,2,6,0,3.486
47,2,1,0,1,1,7,0,2.993
59,4,0,1,3,3,5,0,3.830
42,1,0,0,0,1,5,0,2.947
75,5,0,2,10,4,4,0,4.054
52,2,0,0,0,1,7,0,3.050
48,3,0,0,2,2,6,0,3.452
46,1,0,0,0,1,5,0,2.940
69,4,0,2,8,4,4,0,3.972
41,2,0,0,0,1,7,0,2.930
56,3,0,0,2,2,6,0,3.485
48,2,1,0,1,1,7,0,2.992
60,4,0,1,3,3,5,0,3.829
43,1,0,0,0,1,5,0,2.946
76,5,0,2,10,4,4,0,4.053
53,2,0,0,0,1,7,0,3.049
49,3,0,0,2,2,6,0,3.451
47,1,0,0,0,1,5,0,2.939
70,4,0,2,8,4,4,0,3.971
42,2,0,0,0,1,7,0,2.929
57,3,0,0,2,2,6,0,3.484
49,2,1,0,1,1,7,0,2.991
61,4,0,1,3,3,5,0,3.828
44,1,0,0,0,1,5,0,2.945
77,5,0,2,10,4,4,0,4.052
54,2,0,0,0,1,7,0,3.048
50,3,0,0,2,2,6,0,3.450
48,1,0,0,0,1,5,0,2.938
71,4,0,2,8,4,4,0,3.970
43,2,0,0,0,1,7,0,2.928
58,3,0,0,2,2,6,0,3.483
50,2,1,0,1,1,7,0,2.990
62,4,0,1,3,3,5,0,3.827
45,1,0,0,0,1,5,0,2.944
78,5,0,2,10,4,4,0,4.051
55,2,0,0,0,1,7,0,3.047
51,3,0,0,2,2,6,0,3.449
49,1,0,0,0,1,5,0,2.937
72,4,0,2,8,4,4,0,3.969
44,2,0,0,0,1,7,0,2.927
59,3,0,0,2,2,6,0,3.482
51,2,1,0,1,1,7,0,2.989
63,4,0,1,3,3,5,0,3.826
46,1,0,0,0,1,5,0,2.943
79,5,0,2,10,4,4,0,4.050
56,2,0,0,0,1,7,0,3.046
52,3,0,0,2,2,6,0,3.448
50,1,0,0,0,1,5,0,2.936
73,4,0,2,8,4,4,0,3.968
45,2,0,0,0,1,7,0,2.926
60,3,0,0,2,2,6,0,3.481
52,2,1,0,1,1,7,0,2.988
64,4,0,1,3,3,5,0,3.825
47,1,0,0,0,1,5,0,2.942
80,5,0,2,10,4,4,0,4.049
57,2,0,0,0,1,7,0,3.045
53,3,0,0,2,2,6,0,3.447
51,1,0,0,0,1,5,0,2.935
74,4,0,2,8,4,4,0,3.967
46,2,0,0,0,1,7,0,2.925
61,3,0,0,2,2,6,0,3.480
53,2,1,0,1,1,7,0,2.987
65,4,0,1,3,3,5,0,3.824
48,1,0,0,0,1,5,0,2.941
81,5,0,2,10,4,4,0,4.048
58,2,0,0,0,1,7,0,3.044
54,3,0,0,2,2,6,0,3.446
52,1,0,0,0,1,5,0,2.934
75,4,0,2,8,4,4,0,3.966
47,2,0,0,0,1,7,0,2.924
62,3,0,0,2,2,6,0,3.479
54,2,1,0,1,1,7,0,2.986
66,4,0,1,3,3,5,0,3.823
49,1,0,0,0,1,5,0,2.940
82,5,0,2,10,4,4,0,4.047
59,2,0,0,0,1,7,0,3.043
55,3,0,0,2,2,6,0,3.445
53,1,0,0,0,1,5,0,2.933
76,4,0,2,8,4,4,0,3.965
48,2,0,0,0,1,7,0,2.923
63,3,0,0,2,2,6,0,3.478
55,2,1,0,1,1,7,0,2.985
67,4,0,1,3,3,5,0,3.822
50,1,0,0,0,1,5,0,2.939
83,5,0,2,10,4,4,0,4.046
60,2,0,0,0,1,7,0,3.042
56,3,0,0,2,2,6,0,3.444
54,1,0,0,0,1,5,0,2.932
77,4,0,2,8,4,4,0,3.964
49,2,0,0,0,1,7,0,2.922
64,3,0,0,2,2,6,0,3.477
56,2,1,0,1,1,7,0,2.984
68,4,0,1,3,3,5,0,3.821
51,1,0,0,0,1,5,0,2.938
84,5,0,2,10,4,4,0,4.045
61,2,0,0,0,1,7,0,3.041
57,3,0,0,2,2,6,0,3.443
55,1,0,0,0,1,5,0,2.931
78,4,0,2,8,4,4,0,3.963
50,2,0,0,0,1,7,0,2.921
65,3,0,0,2,2,6,0,3.476
57,2,1,0,1,1,7,0,2.983
69,4,0,1,3,3,5,0,3.820
52,1,0,0,0,1,5,0,2.937
85,5,0,2,10,4,4,0,4.044
62,2,0,0,0,1,7,0,3.040
58,3,0,0,2,2,6,0,3.442
56,1,0,0,0,1,5,0,2.930
79,4,0,2,8,4,4,0,3.962
51,2,0,0,0,1,7,0,2.920
66,3,0,0,2,2,6,0,3.475
58,2,1,0,1,1,7,0,2.982
70,4,0,1,3,3,5,0,3.819
53,1,0,0,0,1,5,0,2.936
86,5,0,2,10,4,4,0,4.043
63,2,0,0,0,1,7,0,3.039
59,3,0,0,2,2,6,0,3.441
57,1,0,0,0,1,5,0,2.929
80,4,0,2,8,4,4,0,3.961
52,2,0,0,0,1,7,0,2.919
67,3,0,0,2,2,6,0,3.474
59,2,1,0,1,1,7,0,2.981
71,4,0,1,3,3,5,0,3.818
54,1,0,0,0,1,5,0,2.935
87,5,0,2,10,4,4,0,4.042
