domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
17,4,0,1,0,1,14,0,3.734521665
8,6,0,4,1,1,5,0,2.75
20,2,0,0,0,2,13,0,3.421928095
17,6,2,1,2,2,3,0,3.337175341
14,5,1,1,2,1,10,0,3.521640636
14,2,1,3,8,1,10,0,3.039148672
33,2,0,0,0,2,21,0,4.081532377
15,2,0,0,0,1,12,0,3.272905595
13,6,1,7,8,2,3,0,3.026986833
21,1,1,0,0,1,7.5,0,3.653756708
17,5,0,2,1,2,3,0,3.572469459
14,7,1,1,2,2,3,0,3.182005815
23,2,0,0,5,2,12,0,3.588354347
21,6,1,1,2,2,3,0,3.880179923
13,3,0,5,11,1,9,0,3.238901257
17,3,0,0,2,2,3,0,3.572469459
10,3,1,0,0,1,23,0,3.605388542
11,1,0,0,9,1,7,0,3.095795255
14,6,1,1,2,2,3,0,3.039148672
6,1,0,0,0,1,3,0,2.584962501
12,2,0,0,0,1,9,0,2.855388542
19,4,2,0,47,3,3,0,3.471354487
18,2,1,0,0,1,14,0,3.308270835
21,4,0,1,0,2,3,0,3.463280518
23,4,0,0,0,4,2,0,3.294663586
30,7,0,2,28,5,3,0,3.777747163
17,2,1,0,23,2,3,0,3.410417253
13,3,0,0,2,2,3,0,2.87314068
31,3,0,0,0,3,3,0,3.65533623
31,4,0,2,1,2,3,0,3.711314858
16,3,0,3,27,2,4,0,3.25
20,3,1,0,23,2,3,0,3.446439345
23,2,0,0,0,2,12,0,3.762267391
29,2,0,0,23,2,13,0,3.83695891
13,2,2,0,0,1,10,0,3.39274741
12,5,0,2,3,2,3,0,3.022055209
13,2,1,0,6,1,9,0,3.39274741
21,5,0,0,0,3,3,0,3.296148375
14,4,0,0,6,2,3,0,3.039148672
6,3,0,0,0,2,31,0,3.48418372
16,1,1,0,0,1,12,0,3.452819531
16,2,1,0,0,1,12,0,3.25
13,3,0,0,0,2,3,0,3.180832987
17,7,0,1,1,3,3,0,3.101881223
11,1,0,0,3,1,7,3,2.845350937
35,8,1,3,23,6,3,0,4.264578374
11,2,2,1,0,1,3,0,2.913977073
4,2,0,0,0,1,10,0,3.084962501
16,2,2,0,23,2,3,0,3.25
17,2,0,0,25,2,3,0,3.337175341
15,2,1,0,0,2,5,0,3.139572262
24,3,0,0,0,2,17,0,3.182817315
19,1,0,0,6,1,14,0,3.576617645
18,1,2,0,21,1,14,0,3.614369446
12,3,0,0,0,2,2,0,2.918295834
14,1,2,0,19,1,4.5,0,3.521640636
15,3,0,0,2,2,8,0,3.373557262
17,1,2,1,5,1,13,0,3.616874606
27,3,0,0,0,2,3,0,3.578056483
22,3,0,0,1,2,8,0,3.970573096
20,1,0,0,19,1,16,0,3.241446071
12,5,2,0,0,2,6,0,3.084962501
19,4,0,0,38,3,5,0,3.471354487
16,3,1,0,5,2,3,0,3.202819531
18,2,0,0,0,1,14,0,3.46132014
18,1,4,0,20,1,14,0,3.641604168
25,3,0,0,3,3,12,3,3.35326969
16,1,0,0,0,1,12,0,3.375
22,6,1,1,0,2,3,0,3.356492414
22,1,0,0,0,1,19,0,3.663532755
25,5,0,1,0,2,3,0,3.70346519
21,5,0,0,2,3,10,0,3.558518613
20,2,0,0,22,2,3,0,3.446439345
26,4,0,0,0,3,3,0,3.507380102
7,4,0,0,1,1,4,1,2.807354922
14,2,1,0,6,1,10,0,3.182005815
21,2,0,0,1,2,14,0,3.689703732
10,2,1,0,0,2,24,0,3.095795255
11,4,0,0,1,1,7,0,3.095795255
27,2,0,0,0,2,14,0,3.884155095
16,5,0,0,4,2,6,2,3.25
18,5,1,1,0,1,7,0,3.572431251
34,22,1,0,0,2,8.5,0,4.07967865
26,2,0,0,0,2,15,0,3.74832866
16,2,0,3,1,1,12,0,3.375
24,7,1,0,0,1,20,0,3.54248125
24,3,2,0,0,1,10,0,3.522055209
17,3,2,0,15,1,6.5,0,3.057476076
17,1,1,0,0,1,6,0,3.337175341
18,4,1,0,4,2,3,0,3.086048612
16,6,1,0,40,1,12,0,3.375
16,3,0,1,0,2,3,0,3.202819531
33,5,3,0,1,5,8,0,3.942438726
17,2,0,0,0,2,3,0,3.175123135
13,3,0,0,0,2,3,0,3.026986833
13,3,0,3,25,1,10,0,2.87314068
13,2,1,1,4,2,3,0,2.87314068
13,2,0,0,1,1,9,0,3.39274741
17,3,0,0,0,2,3,0,3.292770194
24,3,0,0,0,2,4,0,3.720175521
8,5,0,2,12,1,4,2,3
14,6,1,1,2,2,3,0,3.039148672
19,3,1,0,1,2,3,0,3.471354487
24,6,1,7,8,4,2,0,3.522055209
20,2,2,2,60,1,17,0,3.546439345
15,2,1,0,0,1,11,0,3.640223929
18,2,0,0,0,1,14,0,3.947702779
16,4,1,1,2,2,4,0,3.25
16,6,1,1,2,2,3,0,3.327819531
18,3,0,0,0,2,3,0,3.419381946
21,3,0,0,0,2,3,0,3.784941827
18,2,0,0,1,1,14,0,3.308270835
27,4,0,1,1,3,3,0,3.485825928
24,3,0,0,0,3,11,0,3.653107168
22,2,0,0,0,1,18,0,3.538310596
25,4,0,0,3,2,7,0,4.05366069
7,1,2,0,1,1,4,0,2.521640636
31,2,1,0,0,2,7,0,3.897587036
14,6,1,1,2,2,3,0,3.039148672
39,2,0,0,1,1,35,0,3.906570488
26,2,0,0,0,2,3,0,3.738149333
21,4,0,0,0,3,3,0,3.332095399
14,3,0,0,1,2,3,0,3.324862958
13,4,1,0,4,2,3,0,3.180832987
19,2,2,0,1,2,12,0,3.300559092
21,2,0,0,0,1,17,0,3.725650756
21,2,5,0,32,2,3,0,3.653756708
17,2,0,0,0,1,13,0,3.381580488
25,1,3,0,0,1,21,0,3.669275071
28,9,0,10,7,5,2,0,3.821296334
13,1,0,0,1,1,10,0,3.334679141
20,3,2,0,6,2,3,0,3.646439345
19,5,0,0,0,3,3,0,3.431623566
15,6,0,1,0,2,3,0,2.923231429
33,2,0,0,1,2,24,0,3.298647438
13,2,0,0,2,1,9,0,3.39274741
12,2,0,0,0,1,8,0,3.084962501
17,3,0,0,5,2,7,0,3.852168724
13,2,0,0,4,1,9,0,3.39274741
30,6,9,2,7,2,5.5,0,3.939572262
20,2,1,0,0,2,3,0,3.58418372
12,7,0,0,0,2,4,0,2.855388542
16,3,1,0,5,2,3,0,3.202819531
26,2,1,0,1,2,4.5,1,4.132944045
27,3,0,0,0,3,14,0,3.750464707
14,3,0,0,6,2,8,0,3.378783493
13,2,0,0,3,1,9,0,3.39274741
23,1,0,0,1,1,19,1,3.849223912
21,2,1,1,21,2,3,0,3.630412661
20,2,0,0,43,2,7,4,3.78418372
16,2,0,0,0,1,12,0,3.202819531
22,3,0,0,0,2,12,0,3.663532755
13,3,0,0,0,2,3,0,3.026986833
19,2,1,0,0,1,16,0,3.826874882
17,3,2,1,37,1,6.5,0,3.101881223
21,3,0,0,0,3,8,0,3.844232899
36,6,1,4,14,6,6,3,4.218128821
12,2,2,0,0,1,4,0,3.418295834
11,6,0,1,1,2,2,0,3.277613437
12,3,0,0,18,2,5,0,3.084962501
13,2,0,0,1,1,9,0,3.39274741
16,2,1,0,17,1,13,0,3.280639062
18,1,0,0,0,1,14,0,3.683542362
12,2,0,1,28,1,8,0,3.251629167
10,2,0,1,28,1,6,0,3.121928095
33,7,2,1,17,4,8,5,4.014091089
14,1,1,0,21,1,10,0,2.985228136
21,4,0,0,1,4,6,0,3.499227542
13,1,0,0,0,1,9,0,3.546593564
31,2,0,0,0,2,16,0,3.82131194
22,7,1,7,8,3,3,0,3.265583323
9,6,0,1,1,1,5,0,2.641604168
21,3,1,3,0,2,5,0,3.535174566
16,2,0,0,3,2,9,1,3.375
25,3,0,0,3,2,14,2,3.859470571
35,2,2,0,1,2,5.666666667,0,4.05757516
17,3,0,0,2,2,3,0,3.175123135
21,2,0,0,0,2,3,0,3.784941827
13,5,1,0,3,2,3,0,2.931208949
39,2,5,0,6,2,3.666666667,6,4.179776181
13,3,0,0,0,1,9,0,3.39274741
20,1,0,0,4,1,16,0,3.68418372
20,4,1,0,0,1,16,0,3.621928095
26,4,2,0,8,1,6.666666667,7,3.74832866
24,3,2,0,5,2,3,0,3.720175521
20,3,2,4,6,2,6,0,3.546439345
16,3,1,0,0,2,2,0,3.202819531
24,1,0,0,2,1,20,2,3.751629167
9,6,1,1,2,1,5,0,2.641604168
13,2,0,0,2,1,9,0,3.39274741
11,4,1,0,6,1,7,0,3.095795255
22,7,1,1,4,3,3,0,3.538310596
24,4,3,2,1,2,3.666666667,0,3.688721876
16,1,0,0,0,1,13,0,3.5
34,5,0,0,20,3,14,5,3.866587106
19,2,0,0,0,1,15,0,3.260828171
22,3,1,0,0,2,5,0,3.606936732
15,2,0,2,0,2,3,0,3.139572262
39,2,3,0,0,2,4.5,0,4.092342603
16,1,0,1,0,1,12,0,3.75
21,2,1,1,1,2,3,0,3.880179923
25,2,0,0,0,1,21,0,3.612878689
15,3,0,0,0,2,3,0,3.323231429
22,3,0,0,19,2,3,0,3.629219687
15,2,0,2,0,1,11,0,3.323231429
19,5,0,0,25,2,10,0,4.037401198
21,4,1,5,14,3,3,0,3.748994804
28,4,1,0,0,3,3,0,3.601125011
17,2,0,0,1,2,4,1,3.337175341
26,3,0,0,0,2,8,0,3.411602218
19,4,0,0,38,3,5,0,3.681880803
19,3,0,0,0,1,15,0,3.681880803
19,2,1,0,0,2,5,0,3.576617645
8,1,0,0,0,1,5,0,2.75
29,2,0,0,0,2,12,0,3.646966668
13,2,0,0,3,1,9,0,3.39274741
31,7,1,1,7,5,6,0,4.103727666
31,2,0,0,2,2,12,0,3.937751955
27,1,1,0,24,1,23,0,3.884155095
14,2,0,0,25,2,3,0,3.182005815
24,2,2,0,5,1,6.333333333,0,3.855388542
20,2,2,0,0,2,3,0,3.68418372
22,2,0,0,0,2,4,0,3.663532755
25,2,0,0,2,2,13,2,3.86346519
13,2,1,0,2,1,10,2,3.39274741
28,2,0,0,0,2,15,0,3.923251797
20,2,0,0,1,2,11,0,3.48418372
13,3,0,0,44,1,9,0,2.87314068
20,4,0,0,0,1,17,0,3.48418372
17,2,0,0,0,1,13,0,3.734521665
12,3,0,0,0,2,4,0,2.918295834
11,1,1,0,27,1,7,0,2.913977073
19,3,2,0,0,2,3,0,3.681880803
10,4,1,0,6,3,18,0,3.873235826
18,1,0,0,0,1,14,0,3.419381946
20,1,0,0,21,1,16,0,3.241446071
17,2,0,0,0,2,3,0,3.292770194
16,3,0,0,8,2,3,0,3.452819531
14,4,0,0,0,2,4,0,3.039148672
13,2,0,0,2,1,9,0,3.39274741
17,3,0,0,1,2,3,0,3.337175341
19,2,0,0,0,2,6,0,3.511085408
20,2,2,0,0,2,3,0,3.146439345
20,5,1,0,4,1,16,0,3.48418372
19,8,0,0,0,3,3,0,3.431623566
30,2,0,0,5,2,17,5,3.872905595
12,3,0,0,0,2,2,0,3.084962501
10,6,0,0,0,1,6,0,3.121928095
17,2,0,0,19,2,3,0,3.410417253
15,2,0,0,17,1,11,0,3.323231429
24,2,0,0,0,1,21,0,3.459147917
23,1,2,0,0,1,5.666666667,0,3.675310869
18,3,2,0,2,2,3,1,3.572431251
25,3,2,0,0,2,5.666666667,0,3.89366069
13,2,0,0,3,1,9,0,3.39274741
12,2,1,0,0,1,8,0,3.084962501
23,1,1,0,23,1,9.5,0,3.96900163
34,4,2,0,2,4,3,0,3.807763576
14,6,1,7,8,2,3,0,3.324862958
13,2,0,0,2,1,9,0,3.39274741
19,2,0,0,0,2,9,0,3.576617645
16,4,0,1,0,1,13,0,3.375
22,3,1,0,2,2,6.5,2,3.788754914
7,2,0,0,19,1,4,0,2.807354922
12,1,10,0,15,1,8,0,3.251629167
20,3,0,0,1,2,3,0,3.446439345
10,3,0,0,0,1,7,0,2.921928095
39,6,1,2,1,5,6,0,3.820801822
23,2,1,5,22,1,19,0,3.708132065
17,3,0,0,17,3,3,0,3.572469459
15,3,0,0,5,2,4,0,2.973557262
14,3,0,0,0,2,3,0,3.093069208
16,3,0,0,21,2,4,0,3.25
20,3,2,0,4,2,4,3,3.68418372
11,6,0,0,1,2,3,0,2.663532755
21,2,0,0,0,2,10,0,3.689703732
13,3,0,0,4,2,6,0,3.39274741
15,2,0,0,0,2,3,0,2.923231429
33,5,0,0,13,5,3,0,4.22259365
16,3,0,0,0,2,9,0,3.452819531
9,2,0,0,2,1,6,0,2.503258335
23,3,1,1,0,2,3,0,3.377278131
13,2,0,0,3,1,9,0,3.39274741
19,1,0,1,5,1,15,0,3.431623566
14,6,1,7,8,2,3,0,3.039148672
13,1,0,0,12,1,9,0,3.026986833
27,2,0,0,2,2,15,2,3.676390633
26,3,0,0,3,2,11,0,4.16197818
39,7,1,0,0,6,2,0,3.762733553
20,3,0,0,0,3,3,0,3.346439345
28,4,1,0,26,3,9,0,4.06610894
15,2,0,0,0,2,3,0,2.973557262
10,2,0,0,0,2,2,0,2.646439345
13,5,2,1,0,2,7,0,3.238901257
21,1,1,0,0,1,6.5,0,3.725650756
41,2,0,0,4,2,28,4,4.128128298
20,3,0,0,0,3,3,0,3.40869497
13,2,0,5,18,1,9,0,3.085055103
17,3,0,0,3,2,3,0,3.4548224
19,3,0,0,0,3,3,0,3.431623566
16,2,0,2,11,1,11,5,3.375
9,2,0,1,0,1,6,0,2.725480557
28,3,1,0,0,3,3,0,3.52969644
16,1,1,1,27,1,6,0,3.452819531
17,3,1,0,35,3,3,0,3.101881223
21,3,0,0,0,2,11,0,3.594465637
21,2,1,0,0,1,8,0,3.880179923
13,2,0,0,2,1,9,0,3.39274741
10,5,1,7,8,1,6,0,3.121928095
14,7,1,1,2,2,3,0,2.896291529
16,8,2,2,36,1,12,0,3.375
34,4,0,0,0,3,3,0,3.586887841
15,4,0,0,0,3,3,0,3.006238929
17,1,0,0,0,1,13,0,3.852168724
10,1,0,0,0,1,7,0,2.921928095
39,2,5,0,3,2,3,0,3.638252707
16,3,0,0,2,2,4,0,3.25
23,3,2,0,1,2,5,1,3.762267391
19,3,0,0,0,2,3,0,3.471354487
13,5,1,1,2,1,9,0,3.546593564
25,1,1,0,0,1,21,0,3.669275071
19,2,0,2,1,2,11,0,3.326360408
36,5,0,0,2,5,11,0,3.892864767
25,4,0,0,5,3,3,0,3.94346519
21,6,1,0,0,2,3,0,3.332095399
19,3,0,0,0,1,15,0,3.391892645
11,1,0,0,16,1,7,0,3.277613437
16,2,0,0,0,1,13,0,3.155639062
23,2,0,0,0,2,3,0,3.795088586
11,2,0,1,9,1,7,0,3.095795255
13,2,0,0,1,1,9,0,3.39274741
21,3,0,0,0,1,17,0,3.403989446
13,6,1,1,2,2,3,0,2.565448372
11,1,1,0,10,1,7,0,3.095795255
17,1,2,0,3,1,4,3,3.337175341
16,3,0,0,40,2,6,0,3.625
20,3,1,0,4,2,14,3,3.421928095
20,3,0,1,0,2,4,0,3.721928095
10,2,1,0,4,1,17.5,0,3.481661512
25,4,0,0,0,3,5,0,3.97366069
25,2,0,0,0,2,12,0,3.62346519
28,7,0,0,1,3,3,0,3.815410725
19,3,0,0,0,2,12,0,3.431623566
17,2,1,0,6,2,8,2,3.852168724
16,1,0,0,18,1,12,0,3.202819531
25,3,0,0,0,3,3,0,3.70346519
18,2,1,0,0,2,3,0,3.392147224
17,7,1,1,1,2,3,0,3.572469459
18,3,0,0,0,2,6,0,2.747167197
19,3,4,0,1,2,3,0,3.471354487
13,2,0,0,0,1,9,0,3.334679141
30,3,0,0,34,2,16,10,4.148394346
26,4,0,0,0,1,22,0,3.565448372
16,3,0,1,30,2,7,0,3.5
13,3,0,0,9,2,3,0,3.026986833
11,1,0,5,3,1,7,0,2.913977073
7,2,0,0,0,1,4,0,2.807354922
19,1,0,0,0,1,15,0,3.681880803
9,1,0,0,0,1,6,0,2.725480557
17,4,0,4,12,2,10,0,3.499227547
24,3,0,0,1,2,12,0,3.486440502
36,2,2,3,2,2,8,0,4.072431251
16,1,1,0,0,1,5.5,0,3.75
33,4,4,0,4,2,9,2,4.127283134
13,2,0,0,1,1,9,0,3.39274741
10,2,0,2,2,1,6,0,3.121928095
27,2,0,0,0,2,3,0,3.763965743
15,1,0,0,0,1,11,0,3.640223929
18,2,3,3,0,1,6.5,0,3.530493057
30,2,0,0,0,2,23,0,3.914409345
8,2,3,0,0,1,4,0,3
28,5,0,1,5,3,9,0,4.06610894
14,7,1,1,2,2,4,0,3.039148672
14,2,3,3,58,1,10,0,3.521640636
22,1,1,0,18,1,18,0,3.663532755
20,4,0,0,36,3,6,0,3.58418372
16,1,1,0,0,1,5.5,0,3.75
20,6,1,7,6,2,3,0,3.68418372
23,6,0,6,7,3,3,0,3.294663586
22,2,0,0,0,1,18,0,3.879664005
13,6,1,1,2,2,3,0,3.026986833
16,1,0,1,2,1,12,0,3.75
20,1,0,0,20,1,17,0,3.221928095
11,1,0,0,22,1,7,0,2.594906618
17,3,0,0,0,3,3,0,3.292770194
9,5,0,0,1,1,5,0,3.169925001
17,3,1,1,3,2,3,0,3.337175341
15,2,0,0,0,2,8,0,2.923231429
25,3,1,0,0,2,4,0,3.43326969
21,2,1,1,18,2,3,0,3.630412661
13,3,0,1,0,1,9,0,3.085055103
11,5,0,0,1,1,7,0,3.095795255
23,3,0,0,5,2,9,5,3.762267391
13,2,0,0,0,2,3,0,3.180832987
15,1,0,0,8,1,11,0,3.323231429
9,2,2,2,30,1,5,0,2.725480557
13,2,0,0,0,2,3,0,3.180832987
12,2,0,3,20,1,9,0,3.418295834
11,1,0,1,2,1,8,2,3.277613437
16,3,1,0,6,2,9,0,3.625
12,2,1,0,3,2,5,0,2.855388542
31,7,1,14,5,6,3,0,3.784368488
11,2,1,1,30,1,7,0,3.277613437
17,2,0,1,0,2,3,0,3.572469459
9,1,1,0,17,1,6,0,2.725480557
25,3,0,0,17,2,3,0,3.78346519
17,2,1,0,0,2,3,0,3.337175341
14,1,0,0,0,1,10,0,3.378783493
34,2,1,0,0,2,10,0,4.138502179
22,2,0,0,0,1,18,0,3.538310596
19,3,9,5,18,2,5,0,3.721611724
33,6,0,0,9,5,3,0,4.07850615
16,1,0,0,0,1,12,0,3.327819531
14,7,1,1,2,2,3,0,2.896291529
19,6,0,5,8,3,3,0,3.431623566
24,3,0,0,0,3,7,0,3.573934896
18,2,1,2,36,1,14,0,3.239097918
19,2,1,0,1,1,15,0,3.681880803
17,2,0,1,1,1,13,0,3.636842188
13,2,0,0,1,1,9,0,3.39274741
33,5,1,0,1,5,8,0,3.942438726
31,1,0,0,0,1,27,0,3.79696073
35,2,4,0,0,2,5.5,0,3.829003731
30,5,0,1,0,4,6,0,3.498068512
16,3,0,3,5,2,9,0,3.202819531
13,2,0,0,2,1,9,0,3.39274741
40,3,0,0,0,3,3,0,4.068453958
19,2,0,0,21,1,15,2,3.326360408
16,5,0,2,1,2,3,0,3.452819531
13,7,1,1,2,2,3,0,2.87314068
18,3,0,0,0,2,3,0,3.26633264
31,4,0,1,1,3,3,0,3.977916875
13,1,1,0,0,1,9,0,3.238901257
10,4,1,1,3,2,14.5,0,3.642371449
23,4,1,4,36,4,3,0,3.708132065
13,6,1,1,2,2,3,0,2.81507241
16,4,1,0,12,3,3,0,2.983458593
27,2,2,0,1,2,3,1,4.060262039
19,2,1,0,3,2,7,0,3.511085408
31,5,0,1,3,4,4,1,3.962103165
13,2,1,0,45,1,9,1,3.39274741
30,5,0,0,0,4,6,0,3.336243413
15,1,0,0,0,1,11,0,3.506890596
7,2,1,6,8,1,4,0,2.521640636
14,2,0,0,0,2,7,0,3.235926351
13,3,0,1,1,2,7,0,3.026986833
11,3,0,0,0,1,8,0,2.845350937
19,1,0,0,20,1,15,0,3.260828171
16,4,1,0,0,3,4,0,3.030639062
14,2,2,0,17,2,3,0,3.182005815
22,12,1,1,5,4,7,0,3.459431619
6,1,0,0,8,1,3,0,2.584962501
10,1,5,0,0,1,7,0,3.321928095
6,1,0,0,0,1,3,0,2.584962501
12,1,1,0,0,1,8,0,3.188721876
33,2,0,0,0,2,20,0,4.006071013
13,3,1,0,0,2,3,0,3.026986833
27,2,0,0,0,2,15,0,3.912113891
19,3,0,0,1,2,3,0,3.260828171
13,3,0,0,1,2,3,0,3.026986833
16,4,1,0,1,1,12,0,3.25
26,3,0,4,12,1,22,0,3.561607392
17,2,0,0,76,2,3,0,3.292770194
10,3,0,2,0,2,55,0,3.501397825
35,2,0,0,6,2,17,3,4.286146588
20,2,2,0,0,2,6,0,3.646439345
23,3,0,0,10,2,10,4,3.882045108
25,3,0,0,18,2,3,0,3.78346519
23,4,0,0,0,3,3,0,3.675310869
11,2,0,0,18,2,4,0,2.913977073
28,3,0,0,0,3,8,0,3.869331261
16,1,0,0,0,1,12,0,3.452819531
15,2,0,3,0,1,11,0,3.506890596
14,1,0,0,31,1,10,0,3.182005815
20,4,0,0,33,3,6,0,3.546439345
23,3,0,0,0,3,3,0,3.381620108
18,2,1,0,1,1,6.5,0,3.572431251
30,3,2,0,2,3,3,0,3.872905595
16,3,1,0,0,2,4.5,0,3.125
23,5,0,0,38,4,3,0,3.534219021
26,3,0,0,6,3,9,3,3.738149333
29,4,1,0,0,3,3,0,3.689901582
23,1,0,0,0,1,19,0,3.642489673
17,4,1,0,16,3,3,0,3.101881223
19,4,0,0,0,2,3,0,3.431623566
9,1,0,1,15,1,6,0,2.947702779
19,1,1,0,0,1,15,0,3.826874882
13,2,0,0,2,1,9,0,3.39274741
13,1,0,0,0,1,9,0,3.026986833
17,6,2,1,2,2,3,0,3.572469459
14,5,0,6,7,2,4,0,3.039148672
19,5,0,0,0,2,12,0,3.616348566
28,5,2,0,9,2,1,1,3.851823226
15,2,0,0,0,1,11,0,3.456564762
31,2,1,0,11,2,6,0,3.999046618
25,6,0,0,2,4,3,0,3.62346519
17,6,2,7,8,2,3,0,3.337175341
28,2,0,0,8,2,4,0,3.940759833
20,1,1,0,0,1,7.5,0,3.621928095
33,5,1,0,1,5,8,0,3.942438726
11,2,2,0,0,1,8.5,0,3.39274741
19,2,2,0,8,2,3,0,3.681880803
15,2,0,1,0,1,12,0,3.189898095
19,1,2,0,0,1,4.666666667,0,3.616348566
12,2,0,0,0,1,8,0,2.985228136
14,2,0,1,18,1,10,0,3.521640636
28,2,1,0,4,2,9,4,4.012188404
16,3,0,2,0,2,3,0,3.327819531
21,3,1,0,0,2,8,0,3.594465637
13,2,0,0,3,1,9,0,3.39274741
16,3,0,0,0,2,4,0,3.25
31,2,0,0,0,2,3,0,3.760017278
9,2,1,0,0,1,6,0,2.947702779
14,3,0,2,0,2,3,0,3.324862958
13,2,0,0,2,1,9,0,3.39274741
23,7,1,3,1,1,19,0,3.795088586
16,2,0,0,2,2,3,0,3.125
19,1,1,0,23,1,15,0,3.260828171
24,2,1,0,7,2,16,7,4.001629167
12,4,0,1,2,1,8,0,3.251629167
13,2,0,0,1,1,9,0,3.39274741
16,3,1,0,1,2,3,0,3.452819531
16,1,0,0,23,1,12,0,3.327819531
13,2,0,0,16,2,4,0,3.026986833
23,5,0,5,3,4,5,0,3.621175543
20,2,1,0,0,2,3,0,3.40869497
13,6,1,1,2,2,3,0,2.565448372
11,2,0,1,27,1,7,0,3.095795255
28,2,0,0,5,2,4,0,3.940759833
12,3,0,3,5,2,5,0,2.918295834
17,3,0,3,3,2,7,2,3.616874606
26,5,0,0,28,4,3,0,3.700439718
16,2,1,0,2,2,7,1,3.5
8,1,0,0,2,1,5,1,2.75
13,2,0,0,1,1,9,0,3.39274741
35,9,1,3,1,6,2,0,3.650013374
17,2,1,0,1,1,13,0,3.219528282
16,2,0,0,0,2,9,0,3.5
15,6,1,7,8,2,3,0,3.323231429
18,1,0,0,0,1,14,0,3.46132014
15,3,1,3,48,2,8,0,3.240223929
34,4,9,7,30,2,6.25,0,3.755574238
13,2,0,0,2,1,9,0,3.39274741
21,2,0,0,0,1,17,0,3.689703732
17,3,0,0,0,2,3,0,3.4548224
17,3,0,0,9,3,3,0,3.057476076
11,6,1,1,2,2,3,0,2.481714573
24,3,1,0,16,2,8,0,3.553508855
24,3,0,0,2,2,15,0,3.355388542
23,2,0,3,5,2,12,0,3.588354347
31,3,2,0,13,2,6,0,4.106949133
17,4,0,0,0,3,3,0,3.175123135
21,1,1,1,29,1,17,0,3.463280518
6,1,0,0,2,1,3,0,2.584962501
16,2,1,0,0,2,3,0,3.327819531
13,1,0,0,18,1,9,0,3.546593564
29,3,0,0,0,3,3,0,3.676440909
28,1,0,0,7,1,25,7,4.280394654
16,4,0,1,0,1,12,0,2.852217001
11,1,0,0,16,1,7,0,3.277613437
18,2,0,0,1,2,10,0,3.572431251
34,4,0,0,0,4,3,0,3.664976724
11,3,1,0,0,2,12,0,3.782122224
13,2,0,0,1,1,9,0,3.39274741
15,2,2,0,18,1,11,0,3.373557262
9,2,0,0,17,1,5,0,2.947702779
13,2,0,0,0,2,7,0,3.238901257
12,6,1,1,2,2,2,0,2.855388542
27,2,0,0,0,1,23,0,3.736006946
18,6,0,0,3,2,3,0,3.239097918
22,3,0,0,0,2,3,0,3.538310596
17,3,1,0,0,2,10,0,3.410417253
15,2,0,2,0,1,11,0,3.456564762
28,6,1,1,0,5,2,0,3.767375798
16,5,2,1,7,2,6,6,3.625
33,3,0,0,0,3,23,0,3.813206529
14,1,0,0,0,1,10,0,3.378783493
20,1,1,0,17,1,17,0,3.546439345
13,4,1,0,10,3,2,2,2.87314068
33,3,5,2,53,2,3,10,4.150158513
10,2,2,2,41,1,6,0,2.846439345
32,9,1,3,4,6,2,0,3.780639062
24,2,0,0,4,2,11,4,3.886842188
27,3,0,3,32,2,14,0,3.810081021
15,8,3,0,0,2,3,0,3.189898095
24,2,0,1,32,2,18,0,3.636842188
20,4,0,0,0,3,7,0,3.58418372
17,2,1,0,0,1,6,0,3.4548224
26,3,0,0,0,3,16,0,3.690260391
27,6,0,0,4,3,3,0,3.754163428
24,2,0,0,0,1,20,0,3.204986856
20,2,0,0,0,2,14,0,3.40869497
17,3,0,0,1,2,10,0,3.381580488
20,2,0,0,4,2,10,0,3.421928095
16,6,1,1,2,2,3,0,3.327819531
33,8,0,2,23,6,3,0,3.983195634
13,7,1,7,9,2,3,0,3.026986833
18,5,0,2,1,2,11,0,3.169925001
12,6,1,7,8,2,3,0,3.022055209
25,2,0,0,0,2,3,0,3.43326969
14,1,1,0,21,1,10,0,3.324862958
39,7,1,4,14,5,6,3,4.192346053
17,2,1,0,9,2,3,0,3.337175341
23,2,0,0,0,1,19,0,3.588354347
21,4,0,1,5,3,5,0,3.880179923
33,2,2,0,0,2,19,0,3.798351226
30,3,0,0,0,3,3,0,3.727421329
24,2,1,0,0,2,3,0,3.605388542
31,4,0,0,0,4,3,0,3.889049536
15,3,1,3,0,2,5,0,3.323231429
31,2,0,0,0,2,14,0,3.953565665
23,2,0,0,0,2,3,0,3.675310869
6,1,0,0,1,1,3,0,2.584962501
13,2,0,0,4,1,9,0,3.39274741
22,1,0,0,0,1,19,0,3.538310596
21,4,0,0,0,3,3,0,3.463280518
13,2,0,0,1,1,9,0,3.39274741
15,1,0,0,17,1,11,0,3.506890596
24,4,2,2,0,4,3,0,3.386842188
11,6,1,7,8,1,7,0,3.095795255
21,3,2,3,22,2,3,0,3.463280518
13,2,0,0,1,1,9,0,3.39274741
12,2,0,0,0,1,8,0,3.084962501
31,2,0,0,5,2,18,5,4.106949133
35,4,1,2,28,3,4.5,0,3.911306146
21,4,0,0,2,3,7,2,3.748994804
18,4,3,0,0,2,3,0,3.46132014
13,2,0,0,0,2,3,0,3.026986833
28,2,2,0,0,1,24,0,3.655045547
14,5,2,0,0,1,4.5,0,3.664497779
13,7,0,1,1,2,3,0,2.661226256
