domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
20,4,0,0,34,3,6,0,3.546439345
27,2,1,1,3,1,23,0,3.689891669
17,2,1,0,1,1,13,0,3.013070929
18,1,1,0,1,1,15,0,3.572431251
16,2,0,0,0,2,3,0,3.155639062
27,3,0,0,0,3,3,0,3.513784724
20,2,0,0,0,2,4,0,3.58418372
29,4,0,0,0,3,3,0,3.676440909
26,5,0,0,0,2,3,0,3.738149333
23,2,0,0,1,2,10,1,3.849223912
20,4,0,0,0,3,3,0,3.546439345
16,2,1,0,4,1,6,0,3.5
3,2,1,0,0,1,9,0,3.39274741
17,2,0,0,0,2,3,0,3.146286371
14,2,0,0,0,2,3,0,2.985228136
13,3,0,2,2,2,4,0,3.085055103
83,9,1,0,67,8,21,13,4.596138943
19,4,1,2,1,2,3,0,3.431623566
14,7,1,7,12,2,3,0,3.324862958
21,1,0,0,22,1,17,0,3.784941827
15,3,1,1,0,2,3,0,3.006238929
17,3,1,2,38,2,10,0,3.381580488
10,7,0,17,17,2,4,0,2.921928095
13,3,0,2,8,1,9,0,3.026986833
24,2,1,0,16,1,20,2,3.938721876
12,3,0,0,0,2,2,0,2.751629167
22,2,0,0,0,2,3,0,3.788754914
29,2,2,0,1,2,4.666666667,1,4.116264616
31,2,0,0,0,2,3,0,3.735666068
9,1,0,0,18,1,5,0,3.169925001
14,3,1,2,14,2,3,0,3.324862958
11,5,1,0,6,2,3,0,2.663532755
32,3,5,0,33,2,6.5,0,4.163909766
16,2,0,0,1,2,3,0,3.125
16,2,1,0,0,1,13,0,3.327819531
15,3,1,0,8,2,9,0,3.373557262
23,5,0,0,34,4,3,0,3.534219021
27,6,0,0,3,2,3,0,3.958229169
15,2,0,0,0,2,8,0,3.189898095
19,3,0,0,2,2,10,0,3.681880803
28,2,0,0,5,2,4,0,3.940759833
13,2,0,0,0,2,3,0,2.719294526
56,4,4,1,0,4,7,0,4.004931762
43,3,0,0,0,2,9,0,3.920937872
20,2,4,1,0,1,16,0,3.421928095
16,2,4,0,1,2,5,0,2.89939747
16,2,2,0,23,2,3,0,3.25
15,2,2,0,20,1,11,0,3.240223929
19,2,0,0,0,2,3,0,3.536886724
24,3,1,0,0,2,12,0,3.886842188
11,2,0,0,78,1,7,0,3.095795255
21,1,2,0,0,1,5,0,3.820888851
14,5,0,2,1,2,3,0,3.039148672
49,3,5,0,19,3,6.25,0,4.142486059
20,6,0,0,1,2,3,0,3.50869497
23,2,2,0,0,2,4.666666667,0,3.882045108
19,2,0,0,0,2,8,0,3.471354487
28,3,0,0,31,2,16,10,3.9677201
13,2,0,0,3,1,9,0,3.39274741
19,3,0,0,0,2,3,0,3.576617645
17,3,0,0,4,2,3,0,3.057476076
13,6,1,1,2,2,3,0,3.026986833
20,2,0,0,2,2,10,0,3.421928095
9,3,0,0,0,2,3,0,2.725480557
30,2,2,0,2,2,5,2,4.053235913
33,8,0,1,0,4,2,0,3.725916089
19,1,0,1,3,1,15,3,3.93213804
45,6,0,1,1,6,6,0,3.90332102
20,3,0,0,0,2,13,0,3.821928095
14,3,0,0,5,2,6,4,3.521640636
12,1,0,0,3,1,8,3,3.418295834
9,2,0,0,1,1,6,1,2.947702779
13,2,0,0,19,2,3,0,2.777362795
17,4,0,0,0,3,3,0,3.219528282
13,2,1,2,0,1,4,0,3.39274741
28,2,0,0,4,2,4,0,3.940759833
18,2,0,0,2,1,14,0,3.419381946
21,1,2,1,23,1,17,0,3.558518613
180,15,1,0,90,15,7,0,4.590213395
15,1,0,0,19,1,11,0,3.323231429
27,8,0,3,1,5,2,0,3.176028595
32,2,2,0,1,2,5.666666667,1,4.140319531
12,1,0,0,0,1,8,0,2.855388542
26,3,1,1,1,2,3,0,3.609496334
17,2,1,0,2,1,13,0,3.499227547
18,5,0,2,4,2,3,0,3.46132014
27,5,0,0,3,4,5,0,3.485825928
30,2,0,0,0,2,23,0,3.60291008
12,1,0,0,0,1,9,0,3.251629167
17,3,0,2,0,2,3,0,3.4548224
15,2,1,0,4,1,11,0,3.106890596
15,3,0,0,3,2,4,0,2.973557262
23,5,0,0,40,4,3,0,3.567040217
14,1,1,0,0,1,7,0,3.431623566
10,5,1,7,8,1,6,0,2.921928095
16,4,0,0,0,3,3,0,3.405639062
15,4,0,1,16,3,3,0,3.006238929
14,3,2,0,11,3,3,3,2.896291529
14,1,0,0,1,1,10,0,3.324862958
29,6,1,0,0,5,2,0,3.922828737
18,3,0,0,0,2,3,0,3.086048612
16,1,3,0,1,1,12,0,3.25
29,4,0,1,0,2,21,0,3.767993393
19,2,1,0,0,1,15,0,3.576617645
19,1,2,0,0,1,7,0,3.431623566
10,2,1,0,0,1,7,0,3.121928095
18,1,1,0,1,1,14,0,3.392147224
11,1,0,0,27,1,8,0,2.913977073
13,4,0,0,0,2,3,0,2.661226256
13,2,0,0,1,1,9,0,3.39274741
21,2,1,0,0,1,17,0,3.916126947
16,2,0,0,1,1,12,0,3.077819531
72,12,0,0,11,12,6,0,4.1555803
15,4,2,2,2,1,11,0,3.189898095
13,6,0,0,10,3,3,3,2.81507241
38,2,2,3,5,2,10,3,4.122798895
32,3,1,0,1,2,6.5,0,3.777518266
14,2,0,0,25,2,3,0,3.182005815
23,2,0,0,0,2,3,0,3.762267391
9,3,0,0,2,2,2,1,2.947702779
12,3,0,0,0,2,2,0,2.751629167
22,2,0,0,13,2,3,0,3.788754914
16,2,2,0,1,1,5.5,1,3.452819531
19,5,1,0,0,2,3,0,3.326360408
33,2,0,0,0,2,26,0,3.695020634
20,1,0,2,42,1,16,0,3.48418372
34,2,1,0,0,2,3,0,4.094097032
28,3,0,0,0,3,3,0,3.726474118
31,5,1,0,11,2,3,0,3.708093392
23,3,1,1,0,2,3,0,3.849223912
21,4,1,0,1,3,3,0,3.71304778
23,2,0,0,0,2,16,0,3.588354347
13,2,0,0,93,1,9,0,3.39274741
15,2,0,0,3,1,11,0,3.006238929
15,3,1,0,0,2,3.5,0,3.506890596
16,4,1,0,1,1,13,0,3.125
10,5,0,0,0,1,6,0,2.921928095
24,4,1,0,0,2,3,0,3.573934896
56,2,7,0,17,2,5.25,17,4.516628584
12,4,0,0,9,3,2,2,3.022055209
22,2,0,0,1,2,3,0,3.788754914
23,2,0,1,0,2,3,0,3.795088586
17,6,0,0,8,2,3,0,3.292770194
25,3,0,0,0,2,3,0,3.68385619
32,5,1,0,0,5,3,0,3.652518266
14,2,0,0,23,2,3,0,3.182005815
12,1,2,0,37,1,8,0,3.418295834
12,6,0,5,22,2,2,0,2.855388542
34,3,1,0,8,2,4,0,4.116299606
16,2,0,0,0,1,12,0,3.375
18,3,0,0,0,1,14,0,3.503258335
22,3,1,0,15,2,7.5,0,3.55034071
15,2,0,0,17,1,11,0,3.323231429
15,3,0,6,2,1,11,0,3.189898095
18,2,0,0,0,2,3,0,3.239097918
26,2,0,0,24,1,23,0,3.320658834
32,2,0,0,5,2,8,5,3.914866304
12,1,1,0,18,1,8,0,3.418295834
17,4,2,0,25,3,3,1,3.4548224
27,3,3,0,0,2,4,0,3.778423503
15,2,1,2,52,1,11,0,3.456564762
39,7,1,4,14,5,6,3,4.141064001
10,2,0,0,0,1,6,0,3.121928095
29,6,1,3,5,2,6,0,3.909368064
19,6,1,0,0,2,3,0,3.366091329
19,3,0,0,2,2,3,0,3.03637225
31,3,0,0,0,3,15,0,3.680520715
14,4,0,0,1,2,3,0,2.950212065
16,2,0,0,0,2,5,0,3.202819531
37,6,2,0,7,2,9,7,4.195675663
13,2,1,0,0,1,4,0,3.238901257
26,2,0,0,4,2,14,4,3.950063756
21,4,0,0,6,3,3,0,3.653756708
11,2,0,2,0,2,3,0,2.663532755
49,3,5,0,22,3,6.25,0,4.142486059
17,2,1,0,0,2,4.5,0,3.616874606
25,2,0,0,4,2,12,4,3.94346519
21,2,1,0,0,2,12,0,3.499227542
26,6,0,2,21,4,6,0,3.825251737
21,3,1,0,19,2,14,0,3.463280518
29,2,1,0,5,1,12.5,0,3.810928306
17,8,0,1,1,3,3,0,3.130717988
26,2,0,0,0,1,22,0,3.700439718
18,1,0,0,0,1,14,0,3.127986807
10,3,1,0,0,1,7.5,0,3.277613437
20,3,0,0,0,3,10,0,3.68418372
13,1,0,0,0,1,9,0,2.661226256
26,1,0,0,0,1,22,0,3.430457026
16,4,0,0,0,2,3,0,3.155639062
39,6,2,4,4,4,6,0,3.605253823
40,2,0,0,11,2,29,8,4.43418372
27,2,1,0,0,2,3,0,3.661932872
17,1,0,1,69,1,13,0,3.146286371
12,6,2,0,9,3,2,2,2.688721876
15,1,0,0,0,1,11,0,3.373557262
11,6,1,0,22,1,7,0,3.095795255
137,10,4,0,34,9,6,0,4.697088089
14,2,1,0,0,1,4.5,0,3.378783493
9,3,0,0,0,1,6,0,2.947702779
27,2,1,0,1,2,3,0,3.930270372
25,3,1,3,2,2,3,0,3.89366069
13,3,0,1,31,3,3,3,2.87314068
16,2,0,0,0,2,3,0,3.327819531
19,2,1,2,2,1,15,0,3.616348566
10,1,0,0,0,1,6,0,2.646439345
25,2,2,0,22,2,3,0,3.643074189
16,3,0,0,2,2,3,0,3.155639062
13,2,2,0,1,1,9,0,3.39274741
6,1,0,0,0,1,3,0,2.251629167
35,4,1,4,5,2,3,0,3.84301016
12,1,0,0,0,1,8,0,3.022055209
18,1,0,0,0,1,14,0,3.614369446
17,3,0,0,3,2,7,2,3.616874606
26,3,1,1,0,2,3,0,3.825251737
13,2,0,0,1,1,9,0,3.39274741
18,2,2,4,24,1,4,0,3.239097918
14,7,1,1,2,2,3,0,2.896291529
26,3,2,0,0,3,4.666666667,0,3.642371449
15,5,0,0,1,2,3,0,3.189898095
19,3,0,0,0,1,15,0,3.40582225
19,3,0,0,15,2,3,0,3.286629487
14,4,0,0,0,2,3,0,3.039148672
17,2,1,0,1,1,13,0,3.616874606
13,2,0,0,2,1,9,0,3.39274741
22,2,1,0,0,2,12,0,3.442862165
18,3,0,0,21,2,3,0,3.002172223
17,4,0,4,12,2,10,0,3.499227547
17,3,1,0,0,2,3,0,3.4548224
19,2,0,0,0,1,15,0,3.260828171
20,2,0,0,5,2,12,2,3.446439345
22,3,1,0,0,2,3,0,3.572623664
13,2,0,0,3,1,9,0,3.39274741
22,2,1,0,0,1,18,0,3.606936732
27,2,0,0,12,2,3,0,3.838039817
19,2,3,0,17,2,12,0,3.181366329
13,2,0,0,0,2,3,0,3.026986833
36,1,0,0,0,1,32,0,3.749941238
41,2,1,0,0,2,8.5,0,4.27792609
15,3,0,1,26,2,6,0,3.189898095
28,7,1,3,1,5,2,0,3.767375798
17,6,0,0,0,1,13,0,3.4548224
28,3,3,0,0,2,3,0,3.79790269
31,5,4,1,12,4,2.6,9,4.002268084
18,3,0,0,0,2,11,0,2.974937501
11,6,1,1,2,2,3,0,3.095795255
33,5,1,0,0,5,6,0,3.813206529
14,5,0,0,1,2,3,0,2.896291529
30,3,0,0,3,2,15,0,4.256564762
17,2,0,0,0,2,3,0,3.175123135
20,4,0,0,0,3,6,0,3.78418372
31,5,0,0,0,4,6,0,3.526303971
12,1,0,0,0,1,8,0,3.188721876
17,2,1,0,1,1,6,0,3.852168724
15,1,0,0,21,1,11,0,3.506890596
35,3,0,0,0,3,3,0,3.832595075
29,2,1,0,3,2,3,0,4.090234012
14,3,0,0,32,2,4,0,3.378783493
21,1,2,1,22,1,17,0,3.558518613
13,2,0,0,2,1,9,0,3.39274741
9,5,1,7,8,1,5,0,3.169925001
25,2,0,0,0,2,15,0,3.76385619
23,2,0,3,5,2,12,0,3.588354347
17,3,0,0,23,2,3,0,3.4548224
13,2,0,0,1,1,9,0,3.39274741
82,5,1,1,0,3,3,0,4.035991306
9,6,1,1,2,1,5,0,2.641604168
10,2,0,0,0,1,7,0,2.921928095
28,3,0,2,25,3,3,0,3.672553582
19,4,0,0,0,2,3,0,3.326360408
19,3,0,0,0,1,15,0,3.576617645
12,2,2,1,6,1,8,0,3.418295834
14,4,0,0,0,2,4,0,3.378783493
6,1,0,0,0,1,3,0,2.584962501
29,4,0,0,0,3,3,0,3.900241771
6,1,0,0,1,1,3,0,2.584962501
8,2,1,0,0,1,5,0,2.75
22,2,0,2,39,1,18,0,3.879664005
20,1,0,0,21,1,16,0,3.241446071
13,6,1,2,1,2,3,0,3.180832987
25,6,2,1,2,4,2,0,3.62346519
30,3,0,0,6,2,15,3,4.364735179
12,1,0,0,0,1,8,0,3.251629167
30,7,0,2,20,5,3,0,3.936243413
21,2,0,0,23,2,3,0,3.422577995
30,3,0,0,0,3,3,0,3.727421329
119,10,2,0,56,10,3,0,4.783995945
13,2,0,0,3,2,3,0,2.87314068
17,2,0,0,1,1,13,0,3.616874606
6,1,0,0,1,1,3,0,2.584962501
23,2,0,0,0,2,10,0,3.381620108
29,6,1,0,6,3,9,5,3.857306857
33,2,2,0,5,2,5.666666667,5,3.870003589
16,2,0,0,0,1,12,0,3.280639062
13,2,0,0,3,1,9,0,3.39274741
27,2,0,0,2,2,14,2,3.926571651
19,1,2,1,0,1,16,0,3.536886724
21,4,0,0,0,3,3,0,3.272804327
13,2,1,2,18,1,9,0,3.39274741
33,3,1,0,0,3,3,0,3.884858892
33,3,3,0,16,2,6,0,3.573808513
24,3,1,0,0,2,9,0,3.772055209
19,3,1,0,0,2,3,0,3.536886724
28,4,1,0,24,3,9,0,4.06610894
16,1,1,0,3,1,13,2,3.452819531
18,2,1,0,1,2,3,0,3.46132014
21,3,0,0,0,2,14,0,3.689703732
27,7,0,0,0,3,3,0,3.578056483
39,6,2,4,4,4,6,0,3.605253823
24,3,0,0,1,2,13,0,3.636842188
14,6,1,7,8,2,3,0,2.950212065
18,4,1,0,2,2,11,0,3.46132014
19,4,1,0,2,3,3,0,3.115834092
26,8,1,3,1,5,2,0,3.763342488
18,3,1,0,0,2,3,0,3.308270835
13,2,0,0,5,1,9,0,3.39274741
17,1,0,1,56,1,13,0,3.146286371
13,2,0,0,2,1,9,0,3.39274741
15,4,1,0,0,1,5,0,3.506890596
8,1,0,0,0,1,5,0,2.5
33,5,0,0,1,5,8,0,3.942438726
12,3,0,0,0,2,2,0,2.855388542
11,2,1,1,30,1,7,0,3.277613437
19,4,4,0,8,1,15,8,3.681880803
32,2,1,0,18,2,3,0,4.140319531
34,3,5,0,33,2,7.5,0,4.197325709
27,4,4,6,16,2,9,1,4.032303243
25,4,0,1,0,3,3,0,3.563074189
26,2,0,0,0,2,13,0,3.532573258
12,1,1,0,12,1,8,0,3.251629167
63,3,1,0,29,3,6,0,4.470364099
12,3,0,0,0,2,2,0,2.918295834
23,3,1,0,0,2,16,0,3.795088586
37,3,5,0,33,2,9,0,3.972306406
13,2,0,0,0,1,9,0,3.39274741
13,5,0,0,0,2,3,0,3.180832987
37,4,1,9,30,3,16,1,3.982856663
118,10,1,0,28,9,3,0,4.810982062
24,2,1,0,22,1,20,0,3.349483982
11,2,1,0,85,1,3.5,2,3.459431619
51,4,1,0,4,3,6.5,0,3.976278411
16,4,1,0,1,1,12,0,3.375
20,2,0,0,2,2,9,0,3.421928095
17,1,0,1,17,1,13,0,3.4548224
12,2,0,0,10,1,8,0,3.084962501
26,1,1,0,0,1,11,0,3.854285872
15,2,2,3,15,1,12,0,3.323231429
35,3,2,0,3,3,5.5,3,3.921721231
20,3,0,0,0,2,3,0,3.58418372
18,2,1,0,6,2,8,3,3.725480557
11,2,0,0,1,1,7,0,3.095795255
12,4,0,0,0,1,8,0,3.251629167
26,3,1,0,0,2,13,0,3.609496334
21,4,1,0,26,3,5,0,3.880179923
23,4,1,1,2,3,3,0,3.903359238
26,3,0,0,2,2,3,0,3.979097891
15,2,0,0,0,1,11,0,3.506890596
14,7,1,1,2,2,3,0,3.039148672
12,2,0,0,10,1,8,0,3.084962501
17,1,1,0,6,1,13,0,3.690116518
22,3,1,3,7,2,5,2,4.095795255
20,4,0,0,34,3,6,0,3.58418372
35,2,1,0,11,2,8,8,4.479143374
9,6,0,1,1,1,5,0,2.641604168
15,3,1,0,0,1,5.5,0,3.323231429
18,2,1,0,0,1,14,0,3.392147224
24,3,0,0,0,3,3,0,3.438721876
8,4,4,0,10,1,4,0,3
30,5,0,1,0,4,6,0,3.406238929
16,3,0,1,29,2,7,0,3.5
35,2,0,0,0,2,22,0,3.874535961
10,3,0,0,0,1,6,0,3.121928095
18,1,0,1,21,1,14,0,3.572431251
13,2,0,0,2,1,9,0,3.39274741
35,4,1,1,23,3,4.5,0,3.911306146
12,2,1,0,9,1,3.5,0,3.584962501
16,3,0,0,0,3,3,0,3.030639062
18,4,0,0,5,3,3,0,3.26633264
10,2,0,0,2,2,3,0,2.446439345
31,3,0,0,0,3,15,0,3.861476859
22,2,0,0,0,2,12,0,3.697845823
33,8,0,2,20,6,3,0,4.006071013
23,1,0,0,0,1,19,0,3.757925414
26,2,2,0,1,2,4,1,3.950063756
19,2,0,0,0,1,15,0,3.471354487
18,2,1,0,0,1,14,0,3.836591668
11,2,0,0,64,1,8,0,3.277613437
15,3,0,4,12,1,11,0,3.640223929
16,3,0,0,0,2,3,0,3.077819531
13,1,1,0,0,1,9,0,3.39274741
14,5,0,6,7,2,4,0,3.039148672
23,2,0,1,5,2,12,0,3.588354347
19,5,0,0,2,1,15,1,3.616348566
21,2,2,0,0,1,8,0,3.689703732
21,2,1,0,0,1,8,0,3.403989446
15,1,1,0,0,1,5,0,3.506890596
12,1,0,0,19,1,8,0,3.084962501
13,2,3,0,0,1,4,0,3.546593564
30,7,0,2,25,5,3,0,3.96140633
17,1,0,0,19,1,13,0,3.4548224
18,1,2,0,0,1,7,0,3.683542362
15,2,0,0,0,1,12,0,3.272905595
14,7,8,2,25,3,2,0,3.4677201
27,1,1,0,28,1,23,0,3.884155095
22,4,0,0,0,3,8,0,3.413088436
29,11,1,0,18,2,3,0,3.797467633
6,1,0,0,0,1,3,0,2.584962501
9,2,0,1,0,1,5,0,2.947702779
13,1,0,0,22,1,9,0,3.39274741
18,3,0,0,36,2,8,0,3.725480557
10,5,0,0,1,1,6,0,2.721928095
14,1,6,3,7,1,4.5,0,3.378783493
16,3,0,0,1,2,3,0,3.452819531
14,9,3,0,8,2,4,2,3.039148672
13,3,1,1,1,2,3,0,2.87314068
34,5,1,2,11,4,7,0,4.054538857
11,5,1,0,1,2,4,0,2.845350937
12,2,0,1,8,1,8,0,3.188721876
18,1,1,0,0,1,6.5,0,3.836591668
20,3,1,0,0,2,6.5,0,3.246439345
13,1,0,0,1,1,9,1,3.546593564
18,2,0,0,1,1,14,0,3.614369446
33,9,0,0,1,6,2,0,3.596683892
134,7,6,0,85,6,6,0,4.741385345
21,3,0,0,0,3,7,0,3.748994804
32,2,0,0,24,2,3,0,3.625807236
16,1,0,1,3,1,12,0,3.375
29,4,0,1,22,4,6,0,3.633505995
20,2,1,0,0,1,16,0,3.88418372
39,3,0,0,5,2,24,2,4.406821129
36,2,3,0,4,1,7.25,4,4.006749919
33,6,0,0,0,4,7,0,3.593657665
27,2,1,0,1,2,2,0,3.736006946
28,5,0,2,1,4,6,0,3.485228136
12,1,0,0,0,1,8,0,3.251629167
24,3,0,0,1,3,3,0,3.855388542
14,2,0,0,20,2,3,0,3.182005815
14,5,1,0,1,1,4.5,0,3.521640636
20,3,0,1,2,3,3,0,3.646439345
39,7,1,3,11,5,6,3,4.262984194
23,3,0,0,9,2,8,1,4.055958152
17,2,1,1,23,1,13,0,3.734521665
20,2,0,0,1,2,3,0,3.346439345
25,2,0,0,0,2,3,0,3.67326969
17,2,0,0,1,2,3,1,3.337175341
13,7,1,7,8,2,3,0,2.87314068
13,2,0,0,5,1,9,0,3.39274741
14,6,1,1,2,2,3,0,3.039148672
21,3,0,0,1,2,5,0,3.594465637
19,2,0,0,0,1,16,0,3.431623566
12,3,0,2,8,1,8,0,3.188721876
9,5,1,7,8,1,5,0,3.169925001
24,1,2,0,0,1,6,0,4.251629167
16,3,0,3,24,2,4,0,3.25
21,2,0,0,1,2,7,0,3.463280518
9,4,0,0,0,1,6,0,2.947702779
17,8,1,1,2,3,3,0,3.130717988
14,2,3,2,12,1,10,0,3.039148672
16,3,0,0,0,2,10,0,3.327819531
15,1,4,4,39,1,5,0,3.323231429
37,3,5,0,33,2,9,0,4.154870933
111,11,1,0,27,11,6,0,4.520492014
16,2,1,0,0,1,5,0,3.625
10,3,0,1,0,1,6,0,2.446439345
77,9,0,0,50,9,3,0,4.470969255
28,2,0,1,0,1,24,0,3.896291529
15,4,1,0,2,1,5.5,2,3.506890596
27,2,0,0,3,2,3,3,4.014146761
20,1,0,0,0,1,16,0,3.48418372
17,2,0,3,16,1,13,0,3.381580488
23,2,1,0,1,2,4.5,1,3.914866304
14,3,0,0,0,2,3,0,3.039148672
18,1,0,1,2,1,14,0,3.350209029
39,2,0,0,0,2,3,0,3.801445732
14,6,1,1,3,2,3,0,3.324862958
49,7,1,4,10,5,3,0,4.550649324
25,3,1,1,0,2,3,0,3.84385619
15,2,0,0,0,1,11,0,3.240223929
44,3,0,0,1,2,4,0,3.891392563
9,2,1,2,0,1,6,0,3.169925001
32,2,0,0,64,2,16,10,4.116729297
18,4,0,0,0,2,3,0,3.683542362
24,3,0,0,0,2,3,0,3.688721876
16,3,0,0,1,2,4,0,3.25
30,3,0,0,29,2,16,10,4.081727679
21,1,0,1,23,1,17,0,3.463280518
18,3,0,0,0,3,3,0,3.308270835
23,3,1,0,0,2,3,0,3.344456935
11,6,1,7,8,2,3,0,2.663532755
30,3,2,0,0,3,3,0,3.898068512
17,2,0,0,76,2,3,0,3.292770194
23,3,2,0,4,3,2.5,3,3.96900163
21,2,0,0,1,2,3,0,3.689703732
6,1,0,0,6,1,3,0,2.584962501
25,2,0,0,2,2,14,0,3.78346519
8,5,0,4,1,1,5,0,2.75
9,6,1,1,2,1,5,0,2.641604168
15,4,0,0,1,2,8,1,3.323231429
15,2,1,0,4,2,3,0,3.106890596
19,1,0,0,0,1,15,0,3.681880803
33,3,0,0,1,2,24,0,3.58936344
15,2,2,0,21,2,3,0,3.323231429
31,6,0,0,6,6,5,0,3.711314858
27,2,0,0,19,2,3,0,3.754163428
18,2,0,0,1,2,12,0,3.46132014
20,2,1,0,1,2,4,1,4.021928095
23,3,0,0,9,2,8,1,4.055958152
18,2,2,0,0,1,14,0,3.419381946
30,2,0,1,19,2,3,0,3.736243413
25,2,2,0,19,2,3,0,3.86346519
23,2,2,0,2,1,9.5,2,3.882045108
30,2,7,0,11,2,6,0,4.123231429
15,2,0,0,6,1,11,0,3.006238929
15,7,1,1,2,2,3,0,3.189898095
33,5,1,0,1,5,8,0,3.942438726
123,6,4,0,43,6,6,0,4.690579014
13,2,0,0,0,1,9,0,3.39274741
23,3,1,0,0,2,3,0,3.555533151
54,3,4,0,0,3,6,0,4.125736235
15,5,2,1,4,1,11,0,3.189898095
8,1,0,0,17,1,5,0,2.75
21,1,0,1,23,1,17,0,3.463280518
25,3,0,0,7,3,10,0,3.452878689
18,1,0,0,0,1,14,0,3.572431251
10,5,1,1,2,1,6,0,3.321928095
14,1,0,0,26,1,10,1,3.521640636
16,3,0,0,0,2,6,0,3.125
131,7,6,0,28,6,6,0,4.681223451
33,5,1,0,1,5,8,0,3.942438726
40,7,1,1,10,6,3,0,3.94958177
18,3,0,0,0,1,14,0,3.572431251
28,5,0,1,7,3,9,0,3.994680368
12,2,0,0,0,1,8,0,3.418295834
20,6,1,1,0,2,3,0,3.203701696
14,2,0,0,7,2,3,0,3.182005815
21,2,1,1,6,1,8,0,3.463280518
13,1,0,0,1,1,10,0,3.39274741
29,3,0,0,2,2,3,0,4.280226254
27,1,1,0,25,1,23,0,3.884155095
13,2,0,0,3,1,9,0,3.39274741
14,2,0,0,20,1,10,0,3.378783493
17,4,0,0,0,3,3,0,3.013070929
9,1,0,0,1,1,5,1,2.947702779
21,2,1,0,10,2,3,0,3.594465637
11,7,1,1,0,1,7,0,2.913977073
32,4,0,0,0,4,3,0,3.890319531
21,4,0,0,26,3,5,0,3.880179923
12,2,0,0,0,2,3,0,2.688721876
13,2,0,0,3,1,9,0,3.39274741
23,1,0,0,0,1,19,0,3.708132065
26,2,0,0,1,2,13,1,3.840265565
27,4,0,0,0,2,20,0,3.717850465
14,3,0,0,18,1,10,0,3.039148672
22,2,0,0,0,1,18,0,3.538310596
11,2,1,0,0,1,7,0,3.277613437
16,3,0,0,20,2,4,0,3.25
21,1,2,1,20,1,17,0,3.558518613
26,2,0,0,1,2,13,1,3.840265565
21,3,0,1,3,2,14,0,3.535174566
34,5,1,2,11,4,7,0,4.054538857
17,2,0,0,0,2,7,0,3.616874606
13,1,1,0,0,1,9,0,3.39274741
9,1,0,0,20,1,5,0,3.169925001
28,3,0,0,2,2,13,0,3.56610894
30,5,0,2,1,4,6,0,3.498068512
26,3,0,4,12,1,22,0,3.561607392
26,4,0,0,0,2,3,0,3.536414237
23,1,1,0,0,1,8.5,0,3.653996739
31,5,0,2,1,4,6,0,3.65533623
13,4,0,2,2,1,9,0,3.39274741
23,1,0,1,71,1,19,0,3.795088586
41,4,2,0,2,3,8,2,3.969897054
49,2,4,0,0,2,8.25,0,4.1170756
24,2,2,0,0,1,6,0,3.386842188
15,7,1,1,2,2,3,0,3.189898095
25,2,0,0,1,2,13,1,3.49366069
18,4,0,0,1,3,3,0,3.086048612
21,2,2,0,2,1,8,0,3.535174566
30,5,0,0,0,5,3,0,3.76140633
28,4,1,0,0,4,4,0,3.682005815
10,3,0,0,0,1,7,0,2.921928095
27,3,1,3,16,2,7,1,4.032303243
6,3,3,0,0,2,27,0,3.546439345
14,1,0,0,0,1,10,0,3.664497779
20,3,0,0,23,2,3,0,3.103701696
31,3,1,4,15,2,6,4,4.106949133
14,3,0,0,0,2,3,0,3.039148672
22,3,0,0,12,2,7,5,3.788754914
23,1,0,1,68,1,19,0,3.795088586
19,2,1,3,53,1,15,0,3.511085408
28,2,0,0,0,1,24,0,3.79790269
29,2,1,0,5,1,12.5,0,3.810928306
27,2,0,0,1,2,18,0,3.754163428
16,3,0,0,1,2,5,0,3.5
17,3,0,0,0,2,3,0,3.175123135
21,2,0,1,0,2,3,0,3.141619208
12,2,0,1,0,1,8,0,3.251629167
37,3,5,0,33,2,9,0,4.033513501
14,2,1,1,0,1,4.5,0,3.378783493
20,6,1,5,5,2,3,0,3.58418372
22,2,0,0,55,2,3,0,3.629219687
13,2,1,2,58,1,10,0,2.87314068
17,7,1,2,8,2,3,0,3.572469459
13,2,0,0,2,1,9,0,3.39274741
26,2,1,0,0,2,5,0,3.796217603
19,8,2,1,2,3,3,0,3.22109725
7,2,0,0,0,1,14,0,3.653756708
60,7,0,0,31,7,6,0,4.439957055
16,5,0,0,20,2,9,2,3.625
14,1,1,0,26,1,10,0,3.378783493
11,2,0,0,21,1,7,0,3.277613437
14,5,0,2,41,2,3,0,3.182005815
12,2,1,0,5,1,4,0,3.084962501
18,2,1,1,23,1,14,0,3.614369446
12,2,1,5,0,1,8,0,3.084962501
24,2,0,0,3,2,11,0,3.803508855
21,2,3,0,0,2,3,0,3.784941827
20,3,2,0,4,2,4,3,3.68418372
32,5,2,2,7,5,3,0,3.652518266
39,7,1,3,11,5,6,3,4.262984194
16,4,1,5,8,2,7,0,3.5
23,6,1,7,8,2,3,0,3.849223912
25,2,0,0,0,1,21,0,3.643074189
18,4,1,0,0,1,14,0,3.46132014
22,3,1,0,0,1,18,0,3.788754914
13,2,0,0,4,1,9,0,3.39274741
14,6,1,1,2,2,3,0,3.182005815
14,2,0,0,0,1,10,0,3.664497779
14,2,1,0,0,2,3,0,2.807354922
25,2,0,0,5,2,19,0,3.73366069
15,2,0,1,19,1,11,0,3.506890596
